ID	Gal	U	B	V	R	I	J	H	K	3.6	4.5	5.8	8.0	F_U_Jy	F_B_Jy	F_V_Jy	F_R_Jy	F_I_Jy	F_J_Jy	F_H_Jy	F_K_Jy	F_3.6_Jy	F_4.5_Jy	F_5.8_Jy	F_8.0_Jy	lam_F_0.36_um	F_0.44_um	lam_F_0.44_um	F_0.55_um	lam_F_0.55_um	F_0.71_um	lam_F_0.71_um	F_0.97_um	lam_F_0.97_um	F_1.24_um	lam_F_1.24_um	F_1.66_um	lam_F_1.66_um	F_2.16_um	lam_F_2.16_um	F_3.55_um	lam_F_3.55_um	F_4.44_um	lam_F_4.44_um	F_5.73_um	lam_F_5.73_um	F_7.87_um	lam_F_7.87_um
J013300.10+304330.2	M33	21.96	20.16	18.21	17.31	16.5	15.345	14.642	14.442	99.99	99.99	99.99	99.99	2.99768965142e-06	3.56410140228e-05	0.000196610486289	0.000350344274561	0.000661882074703	0.00116008100843	0.00142396710448	0.00111462930015	99.99	99.99	99.99	99.99	2.49807470952e-14	5.52288440436e-13	2.43006913792e-13	1.94985606237e-12	1.07242083431e-12	2.08496890237e-12	1.48032792068e-12	2.11036903402e-12	2.047057963e-12	2.28178991644e-12	2.8180105468e-12	1.54653293244e-12	2.57033773371e-12	7.17375309586e-13	1.5488132934e-12	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99
J013300.23+305943.2	M33	19.08	19.09	18.42	18.0	17.6	16.876	16.282	16.293	99.99	99.99	99.99	99.99	4.25389404754e-05	9.54882758343e-05	0.000162034195562	0.000185564555012	0.00024031485617	0.000283196783928	0.000314412610635	0.000202642462868	99.99	99.99	99.99	99.99	3.54491170628e-13	1.47967369578e-12	6.51056426143e-13	1.60695069979e-12	8.83822884885e-13	1.10433180923e-12	7.84075584556e-13	7.66228683719e-13	7.43241823207e-13	5.57026243199e-13	6.87927410351e-13	3.41475203459e-13	5.67531788149e-13	1.30420669469e-13	2.81578225384e-13	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99
J013300.72+301118.2	M33	23.14	21.36	19.38	18.34	17.32	16.201	15.302	15.222	99.99	99.99	99.99	99.99	1.01108267472e-06	1.18018489441e-05	6.6927819714e-05	0.000135673498678	0.000311014487494	0.000527337088496	0.000775353865948	0.000543413539726	99.99	99.99	99.99	99.99	8.42568895602e-15	1.82879890663e-13	8.04671518919e-14	6.6374697237e-13	3.65060834804e-13	8.07420146865e-13	5.73268304274e-13	9.91649976068e-13	9.61900476786e-13	1.03723140224e-12	1.28098078177e-12	8.42091284421e-13	1.39955571471e-12	3.4974090152e-13	7.55090606382e-13	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99
J013300.77+303416.9	M33	18.4	17.74	16.78	16.34	15.92	16.37	14.758	14.714	99.99	99.99	99.99	99.99	7.95768362174e-05	0.000331093040179	0.000733848950318	0.000856041904423	0.00112922535125	0.00045132388413	0.00127967579874	0.000867621798993	99.99	99.99	99.99	99.99	6.63140301812e-13	5.13057396972e-12	2.25745254668e-12	7.2778408296e-12	4.00281245628e-12	5.09447671746e-12	3.61707846939e-12	3.60046344324e-12	3.49244953994e-12	8.87719288886e-13	1.09633332177e-12	1.38982196947e-12	2.30988411326e-12	5.58401305774e-13	1.20558841917e-12	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99
J013301.97+301858.5	M33	23.19	21.51	19.77	18.89	18.11	17.113	16.029	15.837	99.99	99.99	99.99	99.99	9.65576458214e-07	1.02789807245e-05	4.67311724585e-05	8.17513672048e-05	0.000150238285746	0.000227660831155	0.000396917234381	0.000308411422978	99.99	99.99	99.99	99.99	8.04647048512e-15	1.59281726103e-13	7.00839594853e-14	4.63449644217e-13	2.54897304319e-13	4.86518749483e-13	3.45428312133e-13	4.79025249482e-13	4.64654491998e-13	4.47791305194e-13	5.53022261915e-13	4.31081288671e-13	7.16457101771e-13	1.98493561948e-13	4.28547600247e-13	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99
J013302.46+302700.9	M33	23.16	21.41	19.37	18.36	17.34	16.05	15.378	14.861	99.99	99.99	99.99	99.99	9.92628336132e-07	1.1270678243e-05	6.75470952052e-05	0.00013319717825	0.000305337833347	0.000606021897735	0.000722936174483	0.000757757869166	99.99	99.99	99.99	99.99	8.2719028011e-15	1.74648939716e-13	7.6845533475e-14	6.69888547489e-13	3.68438701119e-13	7.92683068338e-13	5.6280497852e-13	9.73550324201e-13	9.44343814475e-13	1.19199835644e-12	1.47211797021e-12	7.85161818959e-13	1.30493894311e-12	4.87692891181e-13	1.05292895206e-12	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99
J013302.79+302857.1	M33	22.63	20.56	18.52	17.54	16.56	15.305	14.417	14.266	99.99	99.99	99.99	99.99	1.61728540995e-06	2.46575573359e-05	0.000147776942699	0.000283462115848	0.000626297415526	0.0012036170109	0.0017518622593	0.00131078195841	99.99	99.99	99.99	99.99	1.34773784162e-14	3.82090247974e-13	1.68119709108e-13	1.46555645652e-12	8.06056051086e-13	1.68693978882e-12	1.19772725006e-12	1.99690960418e-12	1.93700231606e-12	2.36742187723e-12	2.92376601838e-12	1.90265116981e-12	3.16220624423e-12	8.43619141438e-13	1.82137372636e-12	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99
J013303.40+303051.2	M33	18.51	18.13	17.34	1.18	0.8	16.228	16.079	15.359	99.99	99.99	99.99	99.99	7.19095661683e-05	0.000231179889417	0.000438133718362	991.961974766	1261.19029327	0.00051438502539	0.000379053016098	0.000478994421052	99.99	99.99	99.99	99.99	5.99246384736e-13	3.58233299717e-12	1.57622651876e-12	4.34512778541e-12	2.38982028198e-12	5.90336426165e-06	4.19138862577e-06	4.02122529473e-06	3.90058853589e-06	1.01175569255e-12	1.2495182803e-12	4.11679434653e-13	6.84211220394e-13	3.08280762983e-13	6.65578167279e-13	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99
J013303.54+303201.2	M33	20.53	21.06	18.88	17.58	16.18	14.541	13.79	13.382	99.99	99.99	99.99	99.99	1.11888813542e-05	1.5557866898e-05	0.000106073445851	0.000273209014352	0.000888752058316	0.00243269866641	0.00312104446938	0.00295890113971	99.99	99.99	99.99	99.99	9.32406779513e-14	2.41082648213e-13	1.06076365214e-13	1.05196805803e-12	5.78582431914e-13	1.62592152957e-12	1.15440428599e-12	2.83372959395e-12	2.74871770613e-12	4.78493074741e-12	5.90938947305e-12	3.38968368042e-12	5.63365427686e-12	1.90434848685e-12	4.11148838311e-12	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99
J013303.56+301311.2	M33	21.45	21.24	19.63	18.81	18.07	17.142	16.151	15.958	99.99	99.99	99.99	99.99	4.79497854923e-06	1.31810513416e-05	5.31626568874e-05	8.80025029626e-05	0.000155876490605	0.000221660504349	0.00035473166442	0.000275886503513	99.99	99.99	99.99	99.99	3.99581545769e-14	2.0425182864e-13	8.98708046016e-14	5.27232960866e-13	2.89978128476e-13	5.23720509597e-13	3.71841561814e-13	4.97002308232e-13	4.82092238985e-13	4.35989124914e-13	5.38446569269e-13	3.8526465919e-13	6.40309863574e-13	1.77560526932e-13	3.83353177647e-13	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99
J013303.56+304437.1	M33	19.55	19.16	18.39	18.01	17.63	16.928	17.673	16.099	99.99	99.99	99.99	99.99	2.7592221559e-05	8.95261795291e-05	0.000166573793892	0.000183863288945	0.000233765609172	0.000269953098765	8.7317231344e-05	0.00024228719113	99.99	99.99	99.99	99.99	2.29935179658e-13	1.38728583981e-12	6.10405769516e-13	1.65197150967e-12	9.08584330319e-13	1.09420723435e-12	7.76887136389e-13	7.45346824866e-13	7.2298642012e-13	5.30976935401e-13	6.5575651522e-13	9.48329307737e-14	1.57612330946e-13	1.55936012738e-13	3.36665851501e-13	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99
J013303.60+302903.4	M33	18.73	18.13	17.18	16.76	16.33	15.685	15.389	15.223	99.99	99.99	99.99	99.99	5.87200840651e-05	0.000231179889417	0.000507699431806	0.000581426771157	0.000774070683292	0.000848180565271	0.000715648815242	0.000542913267779	99.99	99.99	99.99	99.99	4.89334033876e-13	3.58233299717e-12	1.57622651876e-12	5.03503568733e-12	2.76926962803e-12	3.46018709278e-12	2.45673283587e-12	2.46807530011e-12	2.39403304111e-12	1.6683057882e-12	2.06035764843e-12	7.77247211226e-13	1.29178486506e-12	3.49418926543e-13	7.54395462407e-13	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99
J013303.88+302842.1	M33	21.84	21.82	19.96	19.04	18.11	99.99	99.99	99.99	99.99	99.99	99.99	99.99	3.34800939992e-06	7.72591723971e-06	3.92289494021e-05	7.12024642645e-05	0.000150238285746	99.99	99.99	99.99	99.99	99.99	99.99	99.99	2.79000783327e-14	1.19719791938e-13	5.26767084526e-14	3.89047432087e-13	2.13976087648e-13	4.23740116631e-13	3.00855482808e-13	4.79025249482e-13	4.64654491998e-13	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99
J013303.88+303041.3	M33	22.01	20.88	18.95	17.91	16.81	15.554	14.687	14.415	99.99	99.99	99.99	99.99	2.8627713923e-06	1.83632713465e-05	9.94504327736e-05	0.0002016020874	0.000497485720487	0.00095694795142	0.00136615493929	0.00114269533692	99.99	99.99	99.99	99.99	2.38564282692e-14	2.84554824584e-13	1.25204122817e-13	9.86285283705e-13	5.42456906038e-13	1.19977437453e-12	8.51839805914e-13	1.5862016808e-12	1.53861563037e-12	1.88224285221e-12	2.32456992248e-12	1.48374467204e-12	2.46598364493e-12	7.35438608131e-13	1.58781195495e-12	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99
J013304.51+303235.0	M33	22.28	21.05	19.05	18.03	16.93	15.658	14.93	14.543	99.99	99.99	99.99	99.99	2.23247533126e-06	1.5701822068e-05	9.06998726681e-05	0.000180507405719	0.000445431185488	0.000869537501544	0.00109219442814	0.0010156181538	99.99	99.99	99.99	99.99	1.86039610938e-14	2.43313358492e-13	1.07057877737e-13	8.99502869436e-13	4.9472657819e-13	1.07423570156e-12	7.62707348108e-13	1.42022909604e-12	1.37762222316e-12	1.71031323551e-12	2.11223684585e-12	1.18620342172e-12	1.97147008689e-12	6.5365174539e-13	1.4112341183e-12	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99
J013304.66+303240.4	M33	17.11	17.3	17.1	16.95	16.72	16.589	16.441	15.087	99.99	99.99	99.99	99.99	0.000261087854038	0.000496535211497	0.000546520777319	0.000488084509477	0.000540481234121	0.000368882724685	0.000271581358644	0.000615361689773	99.99	99.99	99.99	99.99	2.17573211698e-12	7.69424397981e-12	3.38546735112e-12	5.4200407668e-12	2.98102242174e-12	2.90468861026e-12	2.06232891328e-12	1.72329015024e-12	1.67159144573e-12	7.25563883397e-13	8.96071395996e-13	2.94957315839e-13	4.90219058924e-13	3.9604672392e-13	8.55064876943e-13	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99
J013304.68+304456.0	M33	22.6	20.76	18.74	17.68	16.54	15.289	14.478	14.195	99.99	99.99	99.99	99.99	1.66259576015e-06	2.05092628759e-05	0.000120672046301	0.000249169582499	0.000637941153815	0.0012214855032	0.00165615109714	0.00139936322041	99.99	99.99	99.99	99.99	1.38549646679e-14	3.17808825556e-13	1.39835883245e-13	1.19674756663e-12	6.58211161644e-13	1.48285805891e-12	1.05282922183e-12	2.03403492554e-12	1.97301387778e-12	2.40256782417e-12	2.96717126285e-12	1.79870181324e-12	2.98944241361e-12	9.00630033082e-13	1.94446024142e-12	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99
J013305.77+303720.1	M33	20.29	19.36	18.13	17.57	17.0	16.263	16.02	15.565	99.99	99.99	99.99	99.99	1.3956826144e-05	7.44646326975e-05	0.000211644349125	0.000275736986237	0.000417619356214	0.000498067629677	0.000400221077291	0.000396214582149	99.99	99.99	99.99	99.99	1.16306884533e-13	1.15389410172e-12	5.07713404756e-13	2.09895222273e-12	1.1544237225e-12	1.64096599625e-12	1.16508585734e-12	1.33155284158e-12	1.29160625633e-12	9.79660633043e-13	1.20988088181e-12	4.34669504893e-13	7.22420717133e-13	2.55003666685e-13	5.50552916372e-13	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99
J013305.94+303011.9	M33	19.62	20.35	20.25	20.17	20.08	99.99	99.99	99.99	99.99	99.99	99.99	99.99	2.58694186204e-05	2.99192051511e-05	3.00335505549e-05	2.51475120259e-05	2.44782642917e-05	99.99	99.99	99.99	99.99	99.99	99.99	99.99	2.15578488503e-13	4.63624046763e-13	2.03994580576e-13	2.97853393933e-13	1.63819366663e-13	1.4965787756e-13	1.06257093067e-13	7.80473938516e-14	7.5705972036e-14	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99
J013306.15+301642.8	M33	19.3	19.07	18.62	18.32	18.05	99.99	99.99	99.99	99.99	99.99	99.99	99.99	3.47365488885e-05	9.72635354249e-05	0.000134774173548	0.000138195857341	0.000158774450931	99.99	99.99	99.99	99.99	99.99	99.99	99.99	2.89471240737e-13	1.50718288365e-12	6.63160468806e-13	1.33660337403e-12	7.35131855719e-13	8.22431208138e-13	5.83926157778e-13	5.06242271008e-13	4.91055002878e-13	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99
J013306.23+303705.5	M33	18.52	18.46	18.25	18.13	17.91	99.99	99.99	99.99	99.99	99.99	99.99	99.99	7.1250295303e-05	0.000170588618322	0.000189498893034	0.0001646247106	0.00018062614767	99.99	99.99	99.99	99.99	99.99	99.99	99.99	5.93752460858e-13	2.64341867234e-12	1.16310421583e-12	1.8793278648e-12	1.03363032564e-12	9.79714603847e-13	6.95597368731e-13	5.75915020736e-13	5.58637570114e-13	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99
J013307.10+303335.1	M33	23.56	21.79	19.86	18.86	17.79	16.651	15.784	15.63	99.99	99.99	99.99	99.99	6.86731025548e-07	7.9423688404e-06	4.3013687677e-05	8.40417378807e-05	0.000201734705921	0.000348408159261	0.000497393329447	0.000373190392917	99.99	99.99	99.99	99.99	5.72275854623e-15	1.2307389732e-13	5.41525148209e-14	4.26582026549e-13	2.34620114602e-13	5.00149203813e-13	3.55105934707e-13	6.43218320505e-13	6.2392177089e-13	6.8529199153e-13	8.4633560954e-13	5.4020571258e-13	8.97821894308e-13	2.40185300725e-13	5.18560064266e-13	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99
J013308.42+300509.8	M33	19.52	18.47	17.33	16.66	99.99	15.344	14.722	14.685	99.99	99.99	99.99	99.99	2.83652534642e-05	0.000169024652468	0.000442187719745	0.000637521777227	99.99	0.00116114997473	0.00132281757594	0.000891108230882	99.99	99.99	99.99	99.99	2.36377112201e-13	2.61918366428e-12	1.15244081229e-12	4.3853327578e-12	2.41193301679e-12	3.79401970181e-12	2.69375398829e-12	99.99	99.99	2.28389249074e-12	2.82060722606e-12	1.43667711028e-12	2.38775735729e-12	5.73517171062e-13	1.23822357232e-12	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99
J013308.92+304715.8	M33	22.58	21.3	19.48	18.6	17.76	16.64	15.883	15.529	99.99	99.99	99.99	99.99	1.6935057231e-06	1.24724006053e-05	6.10388970336e-05	0.000106781255908	0.000207386565585	0.000351955954443	0.000454046107273	0.000409572185099	99.99	99.99	99.99	99.99	1.41125476925e-14	1.93270670536e-13	8.50390950359e-14	6.05344433391e-13	3.32939438365e-13	6.35476627105e-13	4.51188405245e-13	6.61238916733e-13	6.41401749231e-13	6.92270231166e-13	8.5495373549e-13	4.93127443418e-13	8.19577810961e-13	2.63600618649e-13	5.69113735663e-13	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99
J013309.10+303017.8	M33	20.13	20.12	18.06	17.01	15.94	14.731	13.965	13.668	99.99	99.99	99.99	99.99	1.61728540995e-05	3.69785648172e-05	0.000225739041857	0.000461843700754	0.00110861466579	0.00204215318971	0.00265643966681	0.00227368582963	99.99	99.99	99.99	99.99	1.34773784162e-13	5.7301495068e-13	2.52126578299e-13	2.23873429941e-12	1.23130386468e-12	2.74852430522e-12	1.95145225671e-12	3.53474757932e-12	3.42870515194e-12	4.01675790072e-12	4.96069600739e-12	2.88508871788e-12	4.79501744911e-12	1.46334397967e-12	3.1593596521e-12	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99
J013309.22+302731.2	M33	18.67	19.57	19.62	19.67	19.74	99.99	99.99	99.99	99.99	99.99	99.99	99.99	6.20564129825e-05	6.13691420265e-05	5.36545648951e-05	3.98561206172e-05	3.34796276722e-05	99.99	99.99	99.99	99.99	99.99	99.99	99.99	5.17136774854e-13	9.50968109914e-13	4.18425968362e-13	5.32111387389e-13	2.92661263064e-13	2.37191751342e-13	1.68406143453e-13	1.06747670333e-13	1.03545240223e-13	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99
J013309.57+303049.0	M33	22.13	20.7	19.15	18.46	17.82	16.728	15.971	15.565	99.99	99.99	99.99	99.99	2.56322463649e-06	2.16745481083e-05	8.27192670015e-05	0.000121477270335	0.000196236875124	0.00032455500966	0.000418697103634	0.000396214582149	99.99	99.99	99.99	99.99	2.13602053041e-14	3.35865931431e-13	1.47781009829e-13	8.20356366957e-13	4.51196001827e-13	7.22935550498e-13	5.13284240853e-13	6.25688835554e-13	6.06918170487e-13	6.38374685034e-13	7.88392736017e-13	4.5473582743e-13	7.55770945188e-13	2.55003666685e-13	5.50552916372e-13	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99
J013309.85+302353.8	M33	21.29	21.15	19.14	18.06	16.95	15.635	14.854	14.417	99.99	99.99	99.99	99.99	5.55631256609e-06	1.43202319237e-05	8.34846589554e-05	0.000175588077784	0.00043730115011	0.000888154083797	0.00117138580433	0.00114059235183	99.99	99.99	99.99	99.99	4.63026047174e-14	2.21904420305e-13	9.76379449342e-14	8.27947030963e-13	4.5537086703e-13	1.04495979638e-12	7.41921455427e-13	1.39430699365e-12	1.35247778384e-12	1.74693061771e-12	2.15745931287e-12	1.27221107657e-12	2.11441480926e-12	7.34085127135e-13	1.58488978948e-12	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99
J013310.50+303304.9	M33	19.29	18.82	17.8	17.26	16.78	15.866	15.414	15.388	99.99	99.99	99.99	99.99	3.5057962218e-05	0.000122447536387	0.000286818181119	0.000366855491539	0.000511423428746	0.000717940275	0.000699358659387	0.000466369838027	99.99	99.99	99.99	99.99	2.9214968515e-13	1.89743083245e-12	8.34869566277e-13	2.84447782927e-12	1.5644628061e-12	2.18323045947e-12	1.55009362622e-12	1.63064117997e-12	1.58172194457e-12	1.41213317707e-12	1.74398447368e-12	7.59554904694e-13	1.2623802516e-12	3.00155582571e-13	6.4803590277e-13	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99
J013310.71+302714.9	M33	22.51	21.34	19.13	17.86	16.61	15.068	14.393	13.894	99.99	99.99	99.99	99.99	1.80628663554e-06	1.20212616976e-05	8.42571329939e-05	0.000211103301063	0.000598109388471	0.00149722929868	0.00179101802493	0.00184641982758	99.99	99.99	99.99	99.99	1.50523886295e-14	1.86279881678e-13	8.19631479383e-14	8.35607930518e-13	4.59584361785e-13	1.25631799879e-12	8.91985779139e-13	1.90703386695e-12	1.84982285094e-12	2.94493461361e-12	3.63699424781e-12	1.9451772091e-12	3.23288452153e-12	1.18835562214e-12	2.56565978821e-12	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99
J013311.09+304851.8	M33	18.53	17.94	17.02	16.58	16.16	15.523	15.207	15.098	99.99	99.99	99.99	99.99	7.05970686692e-05	0.000275391195685	0.00058831060531	0.000686270016117	0.000905275192716	0.000984664582595	0.000846252484317	0.000609158705533	99.99	99.99	99.99	99.99	5.88308905577e-13	4.26742555297e-12	1.87766724331e-12	5.83448534192e-12	3.20896693805e-12	4.08413022882e-12	2.89973246247e-12	2.88641256047e-12	2.79982018366e-12	1.93675932914e-12	2.39189777149e-12	9.19092394789e-13	1.52753156014e-12	3.92054483864e-13	8.46445630662e-13	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99
J013311.16+303421.8	M33	16.59	16.7	16.45	16.29	16.06	15.906	15.687	15.627	99.99	99.99	99.99	99.99	0.000421489411249	0.000862879302043	0.000994504327736	0.00089638591645	0.000992614510323	0.000691971674274	0.00054387607742	0.000374222981997	99.99	99.99	99.99	99.99	3.51241176041e-12	1.33710635647e-11	5.88326796847e-12	9.86285283705e-12	5.42456906038e-12	5.33457200823e-12	3.78754612584e-12	3.16488843763e-12	3.0699417845e-12	1.36105494128e-12	1.68090285249e-12	5.9068939321e-13	9.81725771515e-13	2.40849874957e-13	5.19994880033e-13	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99
J013311.23+301222.8	M33	23.09	21.36	19.45	18.49	17.6	16.195	15.442	15.369	99.99	99.99	99.99	99.99	1.05873353314e-06	1.18018489441e-05	6.27489809702e-05	0.000118166677471	0.00024031485617	0.000530259327951	0.00068155350668	0.000474602973804	99.99	99.99	99.99	99.99	8.82277944284e-15	1.82879890663e-13	8.04671518919e-14	6.22303943506e-13	3.42267168928e-13	7.03233549716e-13	4.99295820299e-13	7.66228683719e-13	7.43241823207e-13	1.04297922198e-12	1.28807933915e-12	7.40217200233e-13	1.23024098679e-12	3.05454427959e-13	6.59476109964e-13	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99
J013312.20+304849.4	M33	20.35	20.97	18.87	17.79	16.74	15.564	14.487	14.302	99.99	99.99	99.99	99.99	1.32064675522e-05	1.69024652468e-05	0.000107054931361	0.000225161962093	0.000530616339839	0.000948174599866	0.00164247949569	0.00126803270543	99.99	99.99	99.99	99.99	1.10053896268e-13	2.61918366428e-13	1.15244081229e-13	1.06170179862e-12	5.83935989243e-13	1.33998390454e-12	9.51388572222e-13	1.69183656023e-12	1.64108146342e-12	1.86498634601e-12	2.30325813733e-12	1.78385344925e-12	2.96476443265e-12	8.16105726362e-13	1.76197226321e-12	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99
J013312.26+310053.3	M33	19.11	17.62	16.0	15.14	99.99	13.33	12.604	12.43	99.99	99.99	99.99	99.99	4.13796362498e-05	0.000369785648172	0.00150524321186	0.002585205222	99.99	0.00742144233076	0.00930464818133	0.00711099634024	99.99	99.99	99.99	99.99	3.44830302082e-13	5.7301495068e-12	2.52126578299e-12	1.49280318532e-11	8.21041751925e-12	1.53850737274e-11	1.09234023465e-11	99.99	99.99	1.4597404968e-11	1.80277951354e-11	1.01055317865e-11	1.67953938291e-11	4.57663655564e-12	9.88095832363e-12	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99
J013312.38+302453.2	M33	22.36	20.35	18.29	17.2	16.12	14.793	13.897	13.65	99.99	99.99	99.99	99.99	2.07389454206e-06	2.99192051511e-05	0.000182644533051	0.000387699306809	0.000939248736578	0.00192880497281	0.00282813382869	0.00231169458197	99.99	99.99	99.99	99.99	1.72824545171e-14	4.63624046763e-13	2.03994580576e-13	1.811350741e-12	9.96242907552e-13	2.30727617621e-12	1.63816608511e-12	2.99473505126e-12	2.90489299973e-12	3.79381069575e-12	4.68535620925e-12	3.07156119664e-12	5.10493470882e-12	1.48780640899e-12	3.21217403701e-12	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99
J013312.68+303858.0	M33	18.0	18.64	18.73	18.71	18.71	99.99	99.99	99.99	99.99	99.99	99.99	99.99	0.000115023523899	0.000144527353983	0.000121788610998	9.64928257046e-05	8.64531097353e-05	99.99	99.99	99.99	99.99	99.99	99.99	99.99	9.58529365823e-13	2.23957676626e-12	9.85413777155e-13	1.20782093552e-12	6.64301514537e-13	5.74248119646e-13	4.07716164949e-13	2.75650259545e-13	2.67380751759e-13	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99
J013312.88+301351.5	M33	18.22	18.42	18.39	18.32	18.25	99.99	99.99	99.99	99.99	99.99	99.99	99.99	9.39261819073e-05	0.000176990538924	0.000166573793892	0.000138195857341	0.000132062836061	99.99	99.99	99.99	99.99	99.99	99.99	99.99	7.8271818256e-13	2.74262198746e-12	1.20675367448e-12	1.65197150967e-12	9.08584330319e-13	8.22431208138e-13	5.83926157778e-13	4.21073980426e-13	4.08441761013e-13	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99
